Sweden, Period fertility rates by calendar year, age reached during the year (ARDY) and birth cohort (vertical parallelograms)
Last modified: 21/03/2016
Year    ARDY   Cohort        ASFR
1945     46     1899      0.00354
1945     47     1898      0.00155
1945     48     1897      0.00059
1945     49     1896      0.00016
1945     50     1895      0.00004
1945     51     1894      0.00001
1945     52     1893      0.00000
1945     53     1892      0.00000
1945     54     1891      0.00000
1945     55+    1890-     0.00000
1946     12-    1934+     0.00001
1946     13     1933      0.00003
1946     14     1932      0.00009
1946     15     1931      0.00055
1946     16     1930      0.00367
1946     17     1929      0.01591
1946     18     1928      0.03807
1946     19     1927      0.06560
1946     20     1926      0.08988
1946     21     1925      0.10805
1946     22     1924      0.12234
1946     23     1923      0.13172
1946     24     1922      0.14061
1946     25     1921      0.14708
1946     26     1920      0.14806
1946     27     1919      0.14799
1946     28     1918      0.14400
1946     29     1917      0.14008
1946     30     1916      0.13292
1946     31     1915      0.12425
1946     32     1914      0.11673
1946     33     1913      0.10760
1946     34     1912      0.09993
1946     35     1911      0.09070
1946     36     1910      0.08247
1946     37     1909      0.07448
1946     38     1908      0.06297
1946     39     1907      0.05361
1946     40     1906      0.04616
1946     41     1905      0.03654
1946     42     1904      0.02673
1946     43     1903      0.01855
1946     44     1902      0.01209
1946     45     1901      0.00735
1946     46     1900      0.00391
1946     47     1899      0.00196
1946     48     1898      0.00071
1946     49     1897      0.00028
1946     50     1896      0.00005
1946     51     1895      0.00000
1946     52     1894      0.00000
1946     53     1893      0.00000
1946     54     1892      0.00000
1946     55+    1891-     0.00000
1947     12-    1935+     0.00000
1947     13     1934      0.00000
1947     14     1933      0.00002
1947     15     1932      0.00064
1947     16     1931      0.00402
1947     17     1930      0.01590
1947     18     1929      0.03982
1947     19     1928      0.06911
1947     20     1927      0.09449
1947     21     1926      0.11253
1947     22     1925      0.12478
1947     23     1924      0.13498
1947     24     1923      0.14184
1947     25     1922      0.14449
1947     26     1921      0.14439
1947     27     1920      0.14244
1947     28     1919      0.13955
1947     29     1918      0.13384
1947     30     1917      0.12651
1947     31     1916      0.11840
1947     32     1915      0.11037
1947     33     1914      0.10180
1947     34     1913      0.09238
1947     35     1912      0.08413
1947     36     1911      0.07711
1947     37     1910      0.06869
1947     38     1909      0.06037
1947     39     1908      0.05207
1947     40     1907      0.04297
1947     41     1906      0.03449
1947     42     1905      0.02631
1947     43     1904      0.01809
1947     44     1903      0.01147
1947     45     1902      0.00694
1947     46     1901      0.00399
1947     47     1900      0.00182
1947     48     1899      0.00063
1947     49     1898      0.00020
1947     50     1897      0.00013
1947     51     1896      0.00003
1947     52     1895      0.00000
1947     53     1894      0.00000
1947     54     1893      0.00000
1947     55+    1892-     0.00000
1948     12-    1936+     0.00000
1948     13     1935      0.00000
1948     14     1934      0.00007
1948     15     1933      0.00050
1948     16     1932      0.00449
1948     17     1931      0.01896
1948     18     1930      0.04246
1948     19     1929      0.07004
1948     20     1928      0.09435
1948     21     1927      0.11422
1948     22     1926      0.12748
1948     23     1925      0.13374
1948     24     1924      0.14016
1948     25     1923      0.14524
1948     26     1922      0.14402
1948     27     1921      0.13927
1948     28     1920      0.13702
1948     29     1919      0.13196
1948     30     1918      0.12247
1948     31     1917      0.11443
1948     32     1916      0.10673
1948     33     1915      0.10019
1948     34     1914      0.09209
1948     35     1913      0.08307
1948     36     1912      0.07538
1948     37     1911      0.06602
1948     38     1910      0.05747
1948     39     1909      0.04944
1948     40     1908      0.04069
1948     41     1907      0.03364
1948     42     1906      0.02631
1948     43     1905      0.01852
1948     44     1904      0.01176
1948     45     1903      0.00655
1948     46     1902      0.00342
1948     47     1901      0.00198
1948     48     1900      0.00085
1948     49     1899      0.00020
1948     50     1898      0.00007
1948     51     1897      0.00001
1948     52     1896      0.00000
1948     53     1895      0.00000
1948     54     1894      0.00000
1948     55+    1893-     0.00000
1949     12-    1937+     0.00000
1949     13     1936      0.00000
1949     14     1935      0.00003
1949     15     1934      0.00083
1949     16     1933      0.00471
1949     17     1932      0.02009
1949     18     1931      0.04513
1949     19     1930      0.06952
1949     20     1929      0.09321
1949     21     1928      0.11187
1949     22     1927      0.12324
1949     23     1926      0.13084
1949     24     1925      0.13491
1949     25     1924      0.13752
1949     26     1923      0.14074
1949     27     1922      0.13957
1949     28     1921      0.13185
1949     29     1920      0.12808
1949     30     1919      0.12119
1949     31     1918      0.11055
1949     32     1917      0.10173
1949     33     1916      0.09361
1949     34     1915      0.08597
1949     35     1914      0.07776
1949     36     1913      0.07061
1949     37     1912      0.06383
1949     38     1911      0.05495
1949     39     1910      0.04601
1949     40     1909      0.03793
1949     41     1908      0.03058
1949     42     1907      0.02325
1949     43     1906      0.01626
1949     44     1905      0.01059
1949     45     1904      0.00643
1949     46     1903      0.00344
1949     47     1902      0.00168
1949     48     1901      0.00073
1949     49     1900      0.00018
1949     50     1899      0.00002
1949     51     1898      0.00000
1949     52     1897      0.00000
1949     53     1896      0.00000
1949     54     1895      0.00000
1949     55+    1894-     0.00000
1950     12-    1938+     0.00000
1950     13     1937      0.00001
1950     14     1936      0.00015
1950     15     1935      0.00086
1950     16     1934      0.00526
1950     17     1933      0.01968
1950     18     1932      0.04489
1950     19     1931      0.07271
1950     20     1930      0.09643
1950     21     1929      0.11357
1950     22     1928      0.12405
1950     23     1927      0.13211
1950     24     1926      0.13537
1950     25     1925      0.13537
1950     26     1924      0.13413
1950     27     1923      0.13124
1950     28     1922      0.12848
1950     29     1921      0.12018
1950     30     1920      0.11277
1950     31     1919      0.10512
1950     32     1918      0.09478
1950     33     1917      0.08782
1950     34     1916      0.07982
1950     35     1915      0.07253
1950     36     1914      0.06654
1950     37     1913      0.05807
1950     38     1912      0.04960
1950     39     1911      0.04308
